
[DESCRIPTION]
Timestamp [hh:mm:ss.ss]
GPS\Position\Latitude [�] : [1]
GPS\Position\Longitude [�] : [1]
GPS\Speed Info\Speed [km/h] : [1]

[DATA]
09:10:51.748;50.545389;12.786843;0.04
09:10:52.748;50.545389;12.786842;0.04
09:10:53.763;50.545390;12.786840;0.04
09:10:54.732;50.545390;12.786839;0.07
09:10:55.748;50.545391;12.786836;0.07
09:10:56.748;50.545393;12.786832;0.11
09:10:57.748;50.545394;12.786828;0.04
09:10:58.732;50.545395;12.786824;0.04
09:10:59.763;50.545395;12.786823;0.04
09:11:00.748;50.545396;12.786822;0.04
09:11:01.748;50.545396;12.786822;0.04
09:11:02.748;50.545396;12.786822;0.04
09:11:03.732;50.545396;12.786823;0.04
09:11:04.748;50.545397;12.786822;0.07
09:11:05.732;50.545397;12.786821;0.00
09:11:06.748;50.545397;12.786819;0.00
09:11:07.748;50.545398;12.786817;0.04
09:11:08.732;50.545398;12.786813;0.00
09:11:09.748;50.545399;12.786808;0.04
09:11:10.763;50.545399;12.786804;0.04
09:11:11.748;50.545399;12.786799;0.07
09:11:12.748;50.545400;12.786786;0.07
09:11:13.732;50.545402;12.786775;0.14
09:11:14.748;50.545403;12.786767;0.11
09:11:15.732;50.545403;12.786759;0.11
09:11:16.732;50.545403;12.786753;0.11
09:11:17.732;50.545402;12.786751;0.04
09:11:18.748;50.545401;12.786749;0.04
09:11:19.732;50.545400;12.786748;0.07
09:11:20.748;50.545399;12.786747;0.04
09:11:21.748;50.545398;12.786746;0.04
09:11:22.748;50.545397;12.786745;0.04
09:11:23.748;50.545397;12.786741;0.00
09:11:24.763;50.545396;12.786739;0.04
09:11:25.763;50.545395;12.786739;0.04
09:11:26.779;50.545393;12.786738;0.07
09:11:27.763;50.545392;12.786738;0.04
09:11:28.748;50.545390;12.786739;0.07
09:11:29.763;50.545388;12.786745;0.04
09:11:30.779;50.545387;12.786747;0.07
09:11:31.763;50.545386;12.786748;0.00
09:11:32.779;50.545385;12.786750;0.00
09:11:33.748;50.545384;12.786752;0.04
09:11:34.748;50.545378;12.786756;0.04
09:11:35.779;50.545374;12.786761;0.11
09:11:36.779;50.545371;12.786767;0.04
09:11:37.779;50.545370;12.786770;0.04
09:11:38.779;50.545368;12.786771;0.04
09:11:39.748;50.545368;12.786771;0.04
09:11:40.748;50.545367;12.786770;0.00
09:11:41.763;50.545364;12.786768;0.04
09:11:42.748;50.545362;12.786768;0.07
09:11:43.763;50.545359;12.786768;0.11
09:11:44.763;50.545358;12.786772;0.61
09:11:45.763;50.545355;12.786779;1.76
09:11:46.763;50.545351;12.786793;2.45
09:11:47.763;50.545347;12.786811;3.74
09:11:48.748;50.545341;12.786826;4.03
09:11:49.826;50.545337;12.786843;4.21
09:11:50.748;50.545331;12.786863;4.93
09:11:51.763;50.545327;12.786890;5.94
09:11:52.748;50.545321;12.786921;6.95
09:11:53.763;50.545314;12.786955;8.71
09:11:54.732;50.545306;12.786988;9.25
09:11:55.779;50.545301;12.787023;8.32
09:11:56.779;50.545292;12.787063;9.68
09:11:57.763;50.545284;12.787101;10.12
09:11:58.779;50.545277;12.787142;10.66
09:11:59.779;50.545270;12.787185;10.87
09:12:01.763;50.545246;12.787273;12.28
09:12:02.779;50.545233;12.787319;13.10
09:12:03.763;50.545216;12.787366;13.10
09:12:04.779;50.545204;12.787415;14.11
09:12:05.763;50.545188;12.787465;13.93
09:12:06.763;50.545177;12.787517;14.04
09:12:07.763;50.545165;12.787569;14.18
09:12:08.763;50.545154;12.787624;14.36
09:12:09.779;50.545140;12.787677;14.83
09:12:10.795;50.545130;12.787732;14.72
